relatedClaimNumberText,officeActionDate,createUserIdentifier,applicantCitedExaminerReferenceIndicator,kindCode,nplIndicator,workGroupNumber,patentApplicationNumber,officeActionCategory,inventorNameText,groupArtUnitNumber,qualitySummaryText,createDateTime,techCenter,citedDocumentIdentifier,countryCode,passageLocationText,obsoleteDocumentIdentifier,id,citationCategoryCode,examinerCitedReferenceIndicator,publicationNumber
1,2024-12-19,ETL_SYS,False,A1,False,2110,17883666,CTNF,Kim; Peter DooHyon,2118,AOK,2025-01-13 14:32:11,2100,US 20140360555 A1,US,"['paragraph: 20220407313a1|column 12|c. 102 and 103|section 102|lines 31-39)|fig. 5|claim 17|claims 1-18|c. 103|fig. 1a|claim 14|claims 5, 7|c. 112|fig. 2|claim 7|claims 1, 2, 9-12, 15|claim 15|claims 3, 4, 6, 13|claim 1|claim 3|claim 4|claim 9|claim 8|claim 6|claim 5|claim 2']",M4SWZY8SWFYGX60,0b7031f409662247b587592e37de8a76,X,True,20140360555
1-18,2024-12-19,ETL_SYS,False,,False,2110,17883666,CTNF,,2118,AOK,2025-01-13 14:32:11,2100,,,"['paragraph: 20220407313a1|column 12|c. 102 and 103|section 102|lines 31-39)|fig. 5|claim 17|claims 1-18|c. 103|fig. 1a|claim 14|claims 5, 7|c. 112|fig. 2|claim 7|claims 1, 2, 9-12, 15|claim 15|claims 3, 4, 6, 13|claim 1|claim 3|claim 4|claim 9|claim 8|claim 6|claim 5|claim 2']",M4SWZY8SWFYGX60,d7a1ac872a97a269c2eb32c6efee3acf,X,False,
1,2024-12-19,ETL_SYS,False,A1,False,2110,17883666,CTNF,Kim; Peter DooHyon,2118,AOK,2025-01-13 14:32:11,2100,US 20140360555 A1,US,"['paragraph: 20220407313a1|column 12|c. 102 and 103|section 102|lines 31-39)|fig. 5|claim 17|claims 1-18|c. 103|fig. 1a|claim 14|claims 5, 7|c. 112|fig. 2|claim 7|claims 1, 2, 9-12, 15|claim 15|claims 3, 4, 6, 13|claim 1|claim 3|claim 4|claim 9|claim 8|claim 6|claim 5|claim 2']",M4SWZY8SWFYGX60,bece510cadf1de7b4ce84629fd757685,Y,True,20140360555
"1-2,9-12,15,18",2024-12-19,ETL_SYS,False,A1,False,2110,17883666,CTNF,Beardsworth; Greg,2118,AOK,2025-01-13 14:32:11,2100,US 20110224831 A1,US,"['paragraph: 20220407313a1|column 12|c. 102 and 103|section 102|lines 31-39)|fig. 5|claim 17|claims 1-18|c. 103|fig. 1a|claim 14|claims 5, 7|c. 112|fig. 2|claim 7|claims 1, 2, 9-12, 15|claim 15|claims 3, 4, 6, 13|claim 1|claim 3|claim 4|claim 9|claim 8|claim 6|claim 5|claim 2']",M4SWZY8SWFYGX60,23b86e084e18ac98ff73967d5ce0b6c3,Y,True,20110224831
1,2024-12-19,ETL_SYS,False,A1,False,2110,17883666,CTNF,Morse; Andrew Joseph,2118,AOK,2025-01-13 14:32:11,2100,US 20220083079 A1,US,"['paragraph: 20220407313a1|column 12|c. 102 and 103|section 102|lines 31-39)|fig. 5|claim 17|claims 1-18|c. 103|fig. 1a|claim 14|claims 5, 7|c. 112|fig. 2|claim 7|claims 1, 2, 9-12, 15|claim 15|claims 3, 4, 6, 13|claim 1|claim 3|claim 4|claim 9|claim 8|claim 6|claim 5|claim 2']",M4SWZY8SWFYGX60,0f878b54e9b0763b543e3685fa88642c,Y,True,20220083079
1,2024-12-19,ETL_SYS,False,B2,False,2110,17883666,CTNF,Hoff; Thomas E.,2118,AOK,2025-01-13 14:32:11,2100,US 11934750 B2,US,"['paragraph: 20220407313a1|column 12|c. 102 and 103|section 102|lines 31-39)|fig. 5|claim 17|claims 1-18|c. 103|fig. 1a|claim 14|claims 5, 7|c. 112|fig. 2|claim 7|claims 1, 2, 9-12, 15|claim 15|claims 3, 4, 6, 13|claim 1|claim 3|claim 4|claim 9|claim 8|claim 6|claim 5|claim 2']",M4SWZY8SWFYGX60,bd21c7925cd07c6ef515905a873883f6,Y,True,11934750
1,2024-12-19,ETL_SYS,False,A1,False,2110,17883666,CTNF,Kravtiz; Arnold,2118,AOK,2025-01-13 14:32:11,2100,US 20160226252 A1,US,"['paragraph: 20220407313a1|column 12|c. 102 and 103|section 102|lines 31-39)|fig. 5|claim 17|claims 1-18|c. 103|fig. 1a|claim 14|claims 5, 7|c. 112|fig. 2|claim 7|claims 1, 2, 9-12, 15|claim 15|claims 3, 4, 6, 13|claim 1|claim 3|claim 4|claim 9|claim 8|claim 6|claim 5|claim 2']",M4SWZY8SWFYGX60,6b4f5d2d16d70ddba22ce7f1eb159473,Y,True,20160226252
1,2024-12-19,ETL_SYS,False,B2,False,2110,17883666,CTNF,Morse; Andrew Joseph,2118,AOK,2025-01-13 14:32:11,2100,US 11703887 B2,US,"['paragraph: 20220407313a1|column 12|c. 102 and 103|section 102|lines 31-39)|fig. 5|claim 17|claims 1-18|c. 103|fig. 1a|claim 14|claims 5, 7|c. 112|fig. 2|claim 7|claims 1, 2, 9-12, 15|claim 15|claims 3, 4, 6, 13|claim 1|claim 3|claim 4|claim 9|claim 8|claim 6|claim 5|claim 2']",M4SWZY8SWFYGX60,9d37431f10863ec7dbb6f9c8beb03b88,X,True,11703887
"5,7-8",2024-12-19,ETL_SYS,False,A1,False,2110,17883666,CTNF,Borean; Claudio,2118,AOK,2025-01-13 14:32:11,2100,US 20200041550 A1,US,"['paragraph: 20220407313a1|column 12|c. 102 and 103|section 102|lines 31-39)|fig. 5|claim 17|claims 1-18|c. 103|fig. 1a|claim 14|claims 5, 7|c. 112|fig. 2|claim 7|claims 1, 2, 9-12, 15|claim 15|claims 3, 4, 6, 13|claim 1|claim 3|claim 4|claim 9|claim 8|claim 6|claim 5|claim 2']",M4SWZY8SWFYGX60,b2122a3a591089434f000ed2fa0c0604,X,True,20200041550
1,2024-12-19,ETL_SYS,False,A1,False,2110,17883666,CTNF,Morse; Andrew Joseph,2118,AOK,2025-01-13 14:32:11,2100,US 20220083079 A1,US,"['paragraph: 20220407313a1|column 12|c. 102 and 103|section 102|lines 31-39)|fig. 5|claim 17|claims 1-18|c. 103|fig. 1a|claim 14|claims 5, 7|c. 112|fig. 2|claim 7|claims 1, 2, 9-12, 15|claim 15|claims 3, 4, 6, 13|claim 1|claim 3|claim 4|claim 9|claim 8|claim 6|claim 5|claim 2']",M4SWZY8SWFYGX60,f8950603c969da22ba3e741f77de2b97,X,True,20220083079
1,2024-12-19,ETL_SYS,False,A1,False,2110,17883666,CTNF,Kroyzer; Gil,2118,AOK,2025-01-13 14:32:11,2100,US 20220407313 A1,US,"['paragraph: 20220407313a1|column 12|c. 102 and 103|section 102|lines 31-39)|fig. 5|claim 17|claims 1-18|c. 103|fig. 1a|claim 14|claims 5, 7|c. 112|fig. 2|claim 7|claims 1, 2, 9-12, 15|claim 15|claims 3, 4, 6, 13|claim 1|claim 3|claim 4|claim 9|claim 8|claim 6|claim 5|claim 2']",M4SWZY8SWFYGX60,1e4f765201f64caaf43e76e67fedbd89,Y,True,20220407313
1,2024-12-19,ETL_SYS,False,B2,False,2110,17883666,CTNF,Hoff; Thomas E.,2118,AOK,2025-01-13 14:32:11,2100,US 11934750 B2,US,"['paragraph: 20220407313a1|column 12|c. 102 and 103|section 102|lines 31-39)|fig. 5|claim 17|claims 1-18|c. 103|fig. 1a|claim 14|claims 5, 7|c. 112|fig. 2|claim 7|claims 1, 2, 9-12, 15|claim 15|claims 3, 4, 6, 13|claim 1|claim 3|claim 4|claim 9|claim 8|claim 6|claim 5|claim 2']",M4SWZY8SWFYGX60,3e102223af08f1a29372c66a9519f5db,X,True,11934750
3,2020-07-21,ETL_SYS,False,,False,2130,16467510,CTNF,,2137,AOK,2025-01-13 14:32:11,2100,,,['paragraphs 1-4)|pgs. 2-3|c. 103|claim 3|claims 1 and 3|claim 1|claim 2'],KCUSLX8FRXEAPX1,2e21985b0533bb6d6171d3cfb49dc89e,X,False,
1-3,2020-07-21,ETL_SYS,False,A1,False,2130,16467510,CTNF,ABE; Yusuke,2137,AOK,2025-01-13 14:32:11,2100,US 20130073799 A1,US,['paragraphs 1-4)|pgs. 2-3|c. 103|claim 3|claims 1 and 3|claim 1|claim 2'],KCUSLX8FRXEAPX1,a14a0e778dd6f9a131cbc0c0023d0127,Y,True,20130073799
"1,3,6-7,9-10,20,22,24,26,31,33,35",2022-08-25,ETL_SYS,False,A1,False,2170,16477844,CTFR,Evans; Michael Shepherd,2176,AOK,2025-01-13 14:32:11,2100,US 20120284093 A1,US,"['par 0042|page 12|c. 112|section 102|fig. 6|claim 26|claims 1|c. 103|claim 7|claims 2|c. 102|claim 2|claims 4 and 23|claim 1|claims 7, 20, 26, 31, 33 and 34|claim 36|claims 35 and 36|claim 33|claims 5 and 8|claim 34|claim 31|claim 3|claim 6|claim 4|claim 9']",L765055IXBLUEX5,a0e58dad2d8bcfec07a9ad93c3a98a8b,X,True,20120284093
"1,4,6,9-10,20-23,25-26,31,33-34,36",2022-08-25,ETL_SYS,False,,False,2170,16477844,CTFR,,2176,AOK,2025-01-13 14:32:11,2100,,,"['par 0042|page 12|c. 112|section 102|fig. 6|claim 26|claims 1|c. 103|claim 7|claims 2|c. 102|claim 2|claims 4 and 23|claim 1|claims 7, 20, 26, 31, 33 and 34|claim 36|claims 35 and 36|claim 33|claims 5 and 8|claim 34|claim 31|claim 3|claim 6|claim 4|claim 9']",L765055IXBLUEX5,7ca68cd2c67914ed9bea3128341f54c4,X,False,
1-20,2024-08-01,ETL_SYS,False,,False,2170,18072624,CTNF,,2173,AOK,2025-01-13 14:32:11,2100,,,"['para [37]|c. 103|section 102|fig. 3|figs. 4-8|f.2d|claim 18|claims 1-5, 9-17 and 19-20|para [100]|c. 102|fig. 5 [101])|figs. 5-8)|f.3d|claim 6)|claims 1, 19 and 20|para [76]|fig. 10 and [77]|claim 2|claims 1-20|para [97]-[100] [108]|fig. 13|claim 6|claims 6-8 and 18|para [23]-[25]|fig. 4d)|claim 10|para [97]-[100]|fig. 5c)|claim 3|para [101]|fig. 5e)|claim 16|para [24]|fig. 5a)|claim 14|para [38]-[40])|fig. 5d)|claim 19|para [108]|fig. 5|claim 1|para [38]-[40]|fig.11, 12|claim 5|para [75]|fig. 7, 8 and [109])|claim 7|para [18]|fig. 11, 12|claim 9|para [92]|fig. 8 and [109])|claim 4|para [4]-[8] [24] [25])|fig. 7, 8 and  [109])|claim 8|para [25]|fig. 7, 8, 10 and [77] [104]|para [29]|fig. 7, 8 and [57]']",LZ8UXH08WFYGX52,3b5eb8370823da2c0910b37173b46c4e,X,False,
1,2024-08-01,ETL_SYS,False,A1,False,2170,18072624,CTNF,Lee; Hae Jin,2173,AOK,2025-01-13 14:32:11,2100,US 20160062616 A1,US,"['para [37]|c. 103|section 102|fig. 3|figs. 4-8|f.2d|claim 18|claims 1-5, 9-17 and 19-20|para [100]|c. 102|fig. 5 [101])|figs. 5-8)|f.3d|claim 6)|claims 1, 19 and 20|para [76]|fig. 10 and [77]|claim 2|claims 1-20|para [97]-[100] [108]|fig. 13|claim 6|claims 6-8 and 18|para [23]-[25]|fig. 4d)|claim 10|para [97]-[100]|fig. 5c)|claim 3|para [101]|fig. 5e)|claim 16|para [24]|fig. 5a)|claim 14|para [38]-[40])|fig. 5d)|claim 19|para [108]|fig. 5|claim 1|para [38]-[40]|fig.11, 12|claim 5|para [75]|fig. 7, 8 and [109])|claim 7|para [18]|fig. 11, 12|claim 9|para [92]|fig. 8 and [109])|claim 4|para [4]-[8] [24] [25])|fig. 7, 8 and  [109])|claim 8|para [25]|fig. 7, 8, 10 and [77] [104]|para [29]|fig. 7, 8 and [57]']",LZ8UXH08WFYGX52,9127ad184ae0b623ee8d0eaeffbbbc2b,Y,True,20160062616
"6-8,18",2024-08-01,ETL_SYS,False,A1,False,2170,18072624,CTNF,Lee; Hae Jin,2173,AOK,2025-01-13 14:32:11,2100,US 20160062616 A1,US,"['para [37]|c. 103|section 102|fig. 3|figs. 4-8|f.2d|claim 18|claims 1-5, 9-17 and 19-20|para [100]|c. 102|fig. 5 [101])|figs. 5-8)|f.3d|claim 6)|claims 1, 19 and 20|para [76]|fig. 10 and [77]|claim 2|claims 1-20|para [97]-[100] [108]|fig. 13|claim 6|claims 6-8 and 18|para [23]-[25]|fig. 4d)|claim 10|para [97]-[100]|fig. 5c)|claim 3|para [101]|fig. 5e)|claim 16|para [24]|fig. 5a)|claim 14|para [38]-[40])|fig. 5d)|claim 19|para [108]|fig. 5|claim 1|para [38]-[40]|fig.11, 12|claim 5|para [75]|fig. 7, 8 and [109])|claim 7|para [18]|fig. 11, 12|claim 9|para [92]|fig. 8 and [109])|claim 4|para [4]-[8] [24] [25])|fig. 7, 8 and  [109])|claim 8|para [25]|fig. 7, 8, 10 and [77] [104]|para [29]|fig. 7, 8 and [57]']",LZ8UXH08WFYGX52,1bdb35e7dc3f36df950efc3dc4260beb,X,True,20160062616
1,2024-09-23,ETL_SYS,False,A1,False,2130,18490810,CTNF,Gilbert; Matthew M.,2137,AOK,2025-01-13 14:32:11,2100,US 20140208039 A1,US,"['paragraph 24|column 9|c. 101|line 39|lines 52-59|fig. 4|claim 10|claims 15-20|column 14|c. 112|line 5|lines 25-35|fig. 6|claim 8|claims 8-14|column 15|c. 102|line 48-64|lines 7-14|claim 12|claims 1-7|column 16|c(2)|line 62|lines 21-33|claim 11|claims 1, 8|column 3|line 13|lines 34-57|claim 15)|claims 1-20|column 13|claim 14|column 12|claim 13|claim 9']",M1FDYI7CWFYBX91,ce5fec5eb4b5844b2d2a028a7fbef114,X,True,20140208039
1,2024-09-23,ETL_SYS,False,B2,False,2130,18490810,CTNF,Gschwind; Michael Karl,2137,AOK,2025-01-13 14:32:11,2100,US 10216635 B2,US,"['paragraph 24|column 9|c. 101|line 39|lines 52-59|fig. 4|claim 10|claims 15-20|column 14|c. 112|line 5|lines 25-35|fig. 6|claim 8|claims 8-14|column 15|c. 102|line 48-64|lines 7-14|claim 12|claims 1-7|column 16|c(2)|line 62|lines 21-33|claim 11|claims 1, 8|column 3|line 13|lines 34-57|claim 15)|claims 1-20|column 13|claim 14|column 12|claim 13|claim 9']",M1FDYI7CWFYBX91,0afacd94fa0577f2b7ad40f3cee38c00,X,True,10216635
1,2024-09-23,ETL_SYS,False,A1,False,2130,18490810,CTNF,Chou; Yuan C.,2137,AOK,2025-01-13 14:32:11,2100,US 20210049015 A1,US,"['paragraph 24|column 9|c. 101|line 39|lines 52-59|fig. 4|claim 10|claims 15-20|column 14|c. 112|line 5|lines 25-35|fig. 6|claim 8|claims 8-14|column 15|c. 102|line 48-64|lines 7-14|claim 12|claims 1-7|column 16|c(2)|line 62|lines 21-33|claim 11|claims 1, 8|column 3|line 13|lines 34-57|claim 15)|claims 1-20|column 13|claim 14|column 12|claim 13|claim 9']",M1FDYI7CWFYBX91,a15170b9aa678664f21e20382e412b39,Y,True,20210049015
1-20,2024-09-23,ETL_SYS,False,,False,2130,18490810,CTNF,,2137,AOK,2025-01-13 14:32:11,2100,,,"['paragraph 24|column 9|c. 101|line 39|lines 52-59|fig. 4|claim 10|claims 15-20|column 14|c. 112|line 5|lines 25-35|fig. 6|claim 8|claims 8-14|column 15|c. 102|line 48-64|lines 7-14|claim 12|claims 1-7|column 16|c(2)|line 62|lines 21-33|claim 11|claims 1, 8|column 3|line 13|lines 34-57|claim 15)|claims 1-20|column 13|claim 14|column 12|claim 13|claim 9']",M1FDYI7CWFYBX91,4b730204b59f0c3d05e315aba22862c5,X,False,
1-20,2024-09-23,ETL_SYS,False,B1,False,2130,18490810,CTNF,Sugumar; Rabin,2137,AOK,2025-01-13 14:32:11,2100,US 11663130 B1,US,"['paragraph 24|column 9|c. 101|line 39|lines 52-59|fig. 4|claim 10|claims 15-20|column 14|c. 112|line 5|lines 25-35|fig. 6|claim 8|claims 8-14|column 15|c. 102|line 48-64|lines 7-14|claim 12|claims 1-7|column 16|c(2)|line 62|lines 21-33|claim 11|claims 1, 8|column 3|line 13|lines 34-57|claim 15)|claims 1-20|column 13|claim 14|column 12|claim 13|claim 9']",M1FDYI7CWFYBX91,3c3b92cbb65eee3d68c4de6dd808162d,X,True,11663130
1,2024-09-23,ETL_SYS,False,A1,False,2130,18490810,CTNF,"HASKINS, Jr.; John William",2137,AOK,2025-01-13 14:32:11,2100,US 20220066782 A1,US,"['paragraph 24|column 9|c. 101|line 39|lines 52-59|fig. 4|claim 10|claims 15-20|column 14|c. 112|line 5|lines 25-35|fig. 6|claim 8|claims 8-14|column 15|c. 102|line 48-64|lines 7-14|claim 12|claims 1-7|column 16|c(2)|line 62|lines 21-33|claim 11|claims 1, 8|column 3|line 13|lines 34-57|claim 15)|claims 1-20|column 13|claim 14|column 12|claim 13|claim 9']",M1FDYI7CWFYBX91,2d3506d4bd0aed6acabd6ba9d9ddb890,Y,True,20220066782
1,2024-09-23,ETL_SYS,False,A1,False,2130,18490810,CTNF,Gilbert; Matthew M.,2137,AOK,2025-01-13 14:32:11,2100,US 20140208039 A1,US,"['paragraph 24|column 9|c. 101|line 39|lines 52-59|fig. 4|claim 10|claims 15-20|column 14|c. 112|line 5|lines 25-35|fig. 6|claim 8|claims 8-14|column 15|c. 102|line 48-64|lines 7-14|claim 12|claims 1-7|column 16|c(2)|line 62|lines 21-33|claim 11|claims 1, 8|column 3|line 13|lines 34-57|claim 15)|claims 1-20|column 13|claim 14|column 12|claim 13|claim 9']",M1FDYI7CWFYBX91,5d7aafd1db8141d7792bff8001ffdfed,Y,True,20140208039
1,2024-09-23,ETL_SYS,False,B2,False,2130,18490810,CTNF,Gschwind; Michael Karl,2137,AOK,2025-01-13 14:32:11,2100,US 10216635 B2,US,"['paragraph 24|column 9|c. 101|line 39|lines 52-59|fig. 4|claim 10|claims 15-20|column 14|c. 112|line 5|lines 25-35|fig. 6|claim 8|claims 8-14|column 15|c. 102|line 48-64|lines 7-14|claim 12|claims 1-7|column 16|c(2)|line 62|lines 21-33|claim 11|claims 1, 8|column 3|line 13|lines 34-57|claim 15)|claims 1-20|column 13|claim 14|column 12|claim 13|claim 9']",M1FDYI7CWFYBX91,aeadd03dbf2ee06ae2efc9d0aeee1ecf,Y,True,10216635
1,2024-09-23,ETL_SYS,False,A1,False,2130,18490810,CTNF,"HASKINS, Jr.; John William",2137,AOK,2025-01-13 14:32:11,2100,US 20220066782 A1,US,"['paragraph 24|column 9|c. 101|line 39|lines 52-59|fig. 4|claim 10|claims 15-20|column 14|c. 112|line 5|lines 25-35|fig. 6|claim 8|claims 8-14|column 15|c. 102|line 48-64|lines 7-14|claim 12|claims 1-7|column 16|c(2)|line 62|lines 21-33|claim 11|claims 1, 8|column 3|line 13|lines 34-57|claim 15)|claims 1-20|column 13|claim 14|column 12|claim 13|claim 9']",M1FDYI7CWFYBX91,717aed585554327da4a50110ca9b2934,X,True,20220066782
1,2024-09-23,ETL_SYS,False,A1,False,2130,18490810,CTNF,Chou; Yuan C.,2137,AOK,2025-01-13 14:32:11,2100,US 20210049015 A1,US,"['paragraph 24|column 9|c. 101|line 39|lines 52-59|fig. 4|claim 10|claims 15-20|column 14|c. 112|line 5|lines 25-35|fig. 6|claim 8|claims 8-14|column 15|c. 102|line 48-64|lines 7-14|claim 12|claims 1-7|column 16|c(2)|line 62|lines 21-33|claim 11|claims 1, 8|column 3|line 13|lines 34-57|claim 15)|claims 1-20|column 13|claim 14|column 12|claim 13|claim 9']",M1FDYI7CWFYBX91,fefadd9c470a44dd432370b0477c8fb4,X,True,20210049015
"1-7,10-13,15-16,18-19",2020-01-29,ETL_SYS,False,,False,2160,15802559,CTNF,,2165,AOK,2025-01-13 14:32:11,2100,,,"['col. 6|c. 102|section 102|lines 46-50|claim 2|claims 1, 3, 7, 15, 16, 18 and 19|col. 8|c. 103|lines 1-6|claim 1|claims 1-20|col. 5|lines 44-54|claim 5|claims 8 and 9|col. 3|lines 60-61|claim 6|claims 7, 16 and 19|col. 2|lines 3-7|claim 3|claims 1, 15 and 18|claim 8|claims 10 and 13|claim 4|claims 5 and 6|claim 9|claims 12, 17 and 20|claim 7|claims 15 and 19|claims 2, 4, 11 and 12']",K5WQ8IZ9RXEAPX2,4e28ce8e5b4677efe4091e19719434f0,X,False,
14,2020-01-29,ETL_SYS,False,B2,False,2160,15802559,CTNF,Halmstad; Richard Zachary,2165,AOK,2025-01-13 14:32:11,2100,US 9998914 B2,US,"['col. 6|c. 102|section 102|lines 46-50|claim 2|claims 1, 3, 7, 15, 16, 18 and 19|col. 8|c. 103|lines 1-6|claim 1|claims 1-20|col. 5|lines 44-54|claim 5|claims 8 and 9|col. 3|lines 60-61|claim 6|claims 7, 16 and 19|col. 2|lines 3-7|claim 3|claims 1, 15 and 18|claim 8|claims 10 and 13|claim 4|claims 5 and 6|claim 9|claims 12, 17 and 20|claim 7|claims 15 and 19|claims 2, 4, 11 and 12']",K5WQ8IZ9RXEAPX2,0d61439c127160b54a58b319862de12d,Y,True,9998914
1-23,2020-12-08,ETL_SYS,False,A1,False,2180,16804895,CTNF,Shaeffer; Ian,2184,AOK,2025-01-13 14:32:11,2100,US 20120311371 A1,US,"['paragraph 0037|c. 103|fig. 5, 528|figs. 23|claim 6|claims 1-5|paragraph 0156|fig. 7, 702|figs 23|claim 1|claims 6-17|paragraph 00156|fig. 18|figs. 8a|claim 4|paragraph 0081|fig. 5)|claim 3|paragraph 0085|fig. 1, 112|claim 7|paragraph 0057|fig. 1, 116|claim 21|paragraph 0083|fig. 1)|claim 8|paragraph 0086, 5)|fig. 8a|claim 22|paragraph 0050|fig. 2|claim 9|paragraph 0049|fig. 7, 524|claim 2|paragraph 0088|fig. 1, 102|claim 5|paragraph 0051|fig. 1, 106|paragraph 0042|fig. 5, 502|paragraph 0137|fig. 1|paragraph 0036|paragraph 0040']",KIAVVO21LDFLYX5,90e40319125939967e492d6ad4abb745,Y,True,20120311371
"1-4,6-14,16-20,22",2021-08-05,ETL_SYS,False,A1,False,2150,15624452,CTNF,Henkin et al.,2152,AOK,2025-01-13 14:32:11,2100,US 20110213655 A1,US,"['page 3100|column 6|c. 103|line 61|lines 4-35|figure 31|fig. 31|claim 1|claims 3 and 13|column 39|line 11|lines 28-42|fig. 28|claim 9|claims 1, 9, 11, 19|column 41|lines 1-27|claim 6|claims 5, 15|column 21|lines 25-36|claim 8|claims 1, 11|claim 22|claims 6 and 16|claims 4 and 14|claims 10 and 18|claims 7 and 17|claims 2, 12']",KRW0GSW5DFLYX11,06468dfeb7cf3b2e06be75bec9972768,X,True,20110213655
"10,20",2022-01-25,ETL_SYS,False,A1,True,2150,16912389,CTNF,BOEMI; ANDREW A.,2153,#6: NPL was used in the rejection,2025-01-13 14:32:11,2100,US 20200074438 A1,US,['c. 103|section 3|claim 10|claims 1-20|claim 1|claims 10 and 20|claims 1 and 11|claims 2-9 and 12-19|claims 2-10 and 12-20|claims 1'],KYUCR9EELDFLYX7,109b7c1ab31b253933132ce51faedbac,Y,True,20200074438
"2-9,11-19",2022-01-25,ETL_SYS,False,,True,2150,16912389,CTNF,,2153,#6: NPL was used in the rejection,2025-01-13 14:32:11,2100,,,['c. 103|section 3|claim 10|claims 1-20|claim 1|claims 10 and 20|claims 1 and 11|claims 2-9 and 12-19|claims 2-10 and 12-20|claims 1'],KYUCR9EELDFLYX7,a5a3c078706514bb8da4da0629233fbd,X,False,
"1,11",2022-01-25,ETL_SYS,False,,True,2150,16912389,CTNF,,2153,#6: NPL was used in the rejection,2025-01-13 14:32:11,2100,,,['c. 103|section 3|claim 10|claims 1-20|claim 1|claims 10 and 20|claims 1 and 11|claims 2-9 and 12-19|claims 2-10 and 12-20|claims 1'],KYUCR9EELDFLYX7,0b6a1350dd0fce352e2f145f5080d39f,Y,True,
"1,11",2022-01-25,ETL_SYS,False,A1,True,2150,16912389,CTNF,Wright; Craig Steven,2153,#6: NPL was used in the rejection,2025-01-13 14:32:11,2100,US 20190158470 A1,US,['c. 103|section 3|claim 10|claims 1-20|claim 1|claims 10 and 20|claims 1 and 11|claims 2-9 and 12-19|claims 2-10 and 12-20|claims 1'],KYUCR9EELDFLYX7,80c7459d55262dc38bc30f7e7b593cd2,Y,True,20190158470
"10,20",2022-01-25,ETL_SYS,False,A1,True,2150,16912389,CTNF,Wright; Craig Steven,2153,#6: NPL was used in the rejection,2025-01-13 14:32:11,2100,US 20190158470 A1,US,['c. 103|section 3|claim 10|claims 1-20|claim 1|claims 10 and 20|claims 1 and 11|claims 2-9 and 12-19|claims 2-10 and 12-20|claims 1'],KYUCR9EELDFLYX7,2b4d6159b38e2f38bd9557c551c123e1,Y,True,20190158470
"10,20",2022-01-25,ETL_SYS,False,A1,True,2150,16912389,CTNF,SONG; Gyehan,2153,#6: NPL was used in the rejection,2025-01-13 14:32:11,2100,US 20190286629 A1,US,['c. 103|section 3|claim 10|claims 1-20|claim 1|claims 10 and 20|claims 1 and 11|claims 2-9 and 12-19|claims 2-10 and 12-20|claims 1'],KYUCR9EELDFLYX7,5e766f9c06c12230039ac6ce15a7197b,Y,True,20190286629
"1,11",2022-01-25,ETL_SYS,False,A1,True,2150,16912389,CTNF,BOEMI; ANDREW A.,2153,#6: NPL was used in the rejection,2025-01-13 14:32:11,2100,US 20200074438 A1,US,['c. 103|section 3|claim 10|claims 1-20|claim 1|claims 10 and 20|claims 1 and 11|claims 2-9 and 12-19|claims 2-10 and 12-20|claims 1'],KYUCR9EELDFLYX7,eb6c0181e233b70851161b0082da0cf9,Y,True,20200074438
"7,18",2021-08-09,ETL_SYS,False,A1,False,2190,16228538,CTNF,Kadam; Aditya T.,2192,AOK,2025-01-13 14:32:11,2100,US 20190079734 A1,US,"['c. 103|line 1|lines 7|fig. 4, [0043|claim 3|claims 1|fig. 1, [0013]|claim 16|claims 6, 9, 17|fig. 1, [0018]|claim 5|claims 2, 8, 13|fig. 1, [0014]|claim 6|claims 2, 4, 5, 8|fig. 1|claim 8|claims 4 and 15|claim 17|claims 7 and 18|claim 9|claims 2 and 13|claim 13|claim 4|claim 12|claim 11|claim 20|claim 10|claim 18|claim 19|claim 7|claim 14|claim 2|claim 1|c. 103|line 1|lines 7|fig. 4, [0043|claim 3|claims 1|fig. 1, [0013]|claim 6|claims 6, 9, 17|fig. 1, [0018]|claim 5|claims 2, 8, 13|fig. 1, [0014]|claim 16|claims 2, 4, 5, 8|fig. 1|claim 8|claims 7 and 18|claim 17|claims 2 and 13|claim 9|claims 4 and 15|claim 13|claim 4|claim 12|claim 11|claim 20|claim 10|claim 18|claim 19|claim 7|claim 14|claim 2|claim 1|c. 103|line 1|lines 7|fig. 4, [0043|claim 3|claims 1|fig. 1, [0013]|claim 6|claims 6, 9, 17|fig. 1, [0018]|claim 5|claims 2, 8, 13|fig. 1, [0014]|claim 16|claims 2, 4, 5, 8|fig. 1|claim 8|claims 4 and 15|claim 17|claims 7 and 18|claim 9|claims 2 and 13|claim 13|claim 4|claim 12|claim 11|claim 20|claim 10|claim 18|claim 19|claim 7|claim 14|claim 2|claim 1|c. 103|line 1|lines 7|fig. 4, [0043|claim 3|claims 1|fig. 1, [0013]|claim 16|claims 6, 9, 17|fig. 1, [0018]|claim 5|claims 2, 8, 13|fig. 1, [0014]|claim 6|claims 2, 4, 5, 8|fig. 1|claim 8|claims 7 and 18|claim 17|claims 2 and 13|claim 9|claims 4 and 15|claim 13|claim 4|claim 12|claim 11|claim 20|claim 10|claim 18|claim 19|claim 7|claim 14|claim 2|claim 1']",KRZ9VEK3DFLYX11,703bbc0574b39f32162cc759368ea180,Y,True,20190079734
